source,text,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
HUMAN,Hola,1,92.84,50,1,25.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,Hola! Tanto tiempo!! ?,3,92.84,50,1,25.77,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.33,0,0,0,0,33.33,100,0,0,0,0,0
HUMAN,Que hac•À_s?,3,92.84,50,1,25.77,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,33.33,0,0,0,0,0,0
MACHINE,"Nada, le•À_ algo en internet. Y vos?",7,92.84,50,1,25.77,3.5,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,14.29,14.29,0,0,14.29,0,0,0,0,0,0
HUMAN,Acostado ?,1,92.84,50,1,25.77,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0
HUMAN,Ya me despido,3,1,99,98.01,25.77,3,33.33,66.67,66.67,66.67,66.67,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,Buenas noches!,2,92.84,50,1,25.77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0
MACHINE,Mucho sue•À_o? Jajja,4,92.84,50,1,25.77,2,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0
MACHINE,Buenas noches!! ?,2,92.84,50,1,25.77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,50,100,0,0,0,0,0
HUMAN,Dorm•À_ 5 horas hoy,4,92.84,50,1,25.77,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,??,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,Hola!!,1,92.84,50,1,25.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,200,0,0,0,0,0
MACHINE,Hola!! C•À_mo est•À_s? ?,5,92.84,50,1,25.77,2.5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,40,40,0,0,0,0,0
HUMAN,Bien!,1,92.84,50,1,25.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0
HUMAN,Vos?,1,92.84,50,1,25.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0
MACHINE,"Excelente, ordenando un poco mi desorden ?",6,92.84,50,1,25.77,6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,16.67,0,0,16.67,0,0,0,0,0,0
HUMAN,Viendo el Super Bowl? ?,4,92.84,50,1,99,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0
HUMAN,Genial!,1,92.84,50,1,25.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0
MACHINE,Ya ese momento del a•À_o!! ?? jajaja,7,92.84,99,13.15,25.77,3.5,14.29,57.14,28.57,14.29,14.29,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,28.57,0,28.57,0,0,0,57.14,0,0,0,0,28.57,28.57,0,0,0,0,0
HUMAN,[START],1,92.84,50,99,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,200
HUMAN,Hello,1,92.84,99,1,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,Hi! How are you? :D,5,1,99,1,25.77,1.67,0,80,60,20,20,0,0,20,0,0,0,0,0,20,20,20,0,20,0,0,20,0,0,0,0,0,0,0,0,40,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,20,0,20,20,0,0,0,0,0
HUMAN,Great. And you?,3,1,99,1,99,1.5,0,100,66.67,33.33,33.33,0,0,33.33,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,0,33.33,33.33,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,33.33,0,0,0,0,0,0
MACHINE,I'm awesome! :D thanks for be here!!,7,5.53,7.67,13.15,99,3.5,14.29,85.71,57.14,14.29,14.29,14.29,0,0,0,0,0,0,14.29,28.57,14.29,0,0,42.86,14.29,0,0,0,0,28.57,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,71.43,0,0,14.29,0,0,42.86,0,0,14.29,0,0
HUMAN,Okay. Where are you now?,5,1,99,99,99,2.5,0,100,80,20,20,0,0,20,0,0,0,0,0,20,40,0,0,20,0,0,20,0,0,20,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,20,20,0,0,0,0,0,0,20,0,0,20,0,0,40,20,0,0,0,20,0,0,0,0,0,0
MACHINE,"I'm right here, on my room. nice place when you get used to it ?",14,5.53,50,99,99,7,0,100,57.14,28.57,21.43,14.29,0,7.14,0,0,7.14,0,14.29,7.14,14.29,7.14,0,21.43,7.14,0,7.14,0,0,7.14,7.14,0,0,0,0,7.14,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,7.14,0,7.14,14.29,0,35.71,0,28.57,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,28.57,7.14,7.14,0,0,7.14,0,0,0,7.14,0,0
HUMAN,I see. So are you robot or human?,8,1,89.42,74.76,25.77,4,0,87.5,62.5,25,25,12.5,0,12.5,0,0,0,0,0,12.5,12.5,25,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,12.5,0,0,0,12.5,0,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12.5,0,0,0,12.5,0,0,0,0,0,0
MACHINE,"I'm a robot, that is why my name begins with 'r'! And you?",13,3.37,77.92,63.54,25.77,6.5,0,92.31,69.23,30.77,23.08,15.38,0,7.69,0,0,7.69,7.69,7.69,15.38,7.69,7.69,0,23.08,0,0,7.69,0,0,0,0,0,0,0,0,15.38,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,0,7.69,0,0,7.69,0,0,0,0,0,0,7.69,0,7.69,0,0,0,46.15,0,7.69,0,0,7.69,7.69,0,0,23.08,0,0
HUMAN,Im also a robot ?,4,1,1,74.76,25.77,4,0,75,75,25,25,25,0,0,0,0,0,25,0,25,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0
HUMAN,No. Just joking ?,3,1,1,1,99,1.5,0,100,66.67,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,33.33,0,0,0,0,0,0
MACHINE,Nice!! ??? Are you alive?,4,1.8,99,1,99,2,0,100,50,25,25,0,0,25,0,0,0,0,0,25,0,0,0,25,50,0,0,0,0,25,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,150,0,0,0,0,100,50,0,0,0,0,0
HUMAN,Im human. Just joking with you,6,1.8,99,23.51,99,3,0,100,66.67,33.33,33.33,16.67,0,16.67,0,0,0,0,16.67,16.67,16.67,0,0,16.67,0,0,0,0,0,16.67,16.67,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0
HUMAN,Okay. Im sorry,3,1,1,98.01,25.77,1.5,0,100,33.33,33.33,33.33,33.33,0,0,0,0,0,0,0,33.33,0,0,0,33.33,33.33,0,0,0,0,66.67,33.33,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0
MACHINE,"?? I know, Iknow",3,17.96,1,99,25.77,1.5,0,66.67,33.33,33.33,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,33.33,0,0,66.67,0,0,0,0,0,0
MACHINE,Why are you sorry?,4,1,99,1,1,4,0,100,75,25,25,0,0,25,0,0,0,0,0,25,25,0,0,25,25,0,25,0,0,25,0,25,0,0,25,25,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0
HUMAN,What are you doing now?,5,1,99,43.37,25.77,5,0,100,100,40,20,0,0,20,0,0,20,0,0,40,20,0,0,40,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0
HUMAN,Hahaha. Nothing,2,1.8,1,1,99,1,50,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0
MACHINE,Right now I'm chatting with you!,6,1.8,99,99,25.77,6,16.67,100,66.67,33.33,33.33,16.67,0,16.67,0,0,0,0,16.67,16.67,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,33.33,0,33.33,0,16.67,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,16.67,0,0,16.67,0,0
MACHINE,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN,Other than that??,3,17.96,1,99,25.77,3,0,100,100,66.67,0,0,0,0,0,0,66.67,0,33.33,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,0,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,0,66.67,0,0,0,0,0,0
MACHINE,"I like music, I'm learning to play guitar, no success for the moment, Do you like music?",17,58.07,27.83,66.34,99,17,17.65,100,47.06,17.65,17.65,11.76,0,5.88,0,0,0,5.88,11.76,11.76,0,0,5.88,29.41,0,0,0,0,0,23.53,23.53,0,0,0,0,5.88,0,0,0,0,5.88,5.88,0,0,0,0,0,11.76,0,11.76,0,0,0,0,0,0,5.88,0,5.88,0,5.88,0,0,11.76,0,5.88,0,0,5.88,11.76,23.53,0,0,0,0,0,0,0,0,0,0,29.41,0,17.65,0,0,5.88,0,0,0,5.88,0,0
HUMAN,Yes. Im enjoy listening to music.,6,60.8,50,23.51,99,3,16.67,100,33.33,16.67,16.67,16.67,0,0,0,0,0,0,16.67,16.67,0,0,0,33.33,0,0,0,0,0,16.67,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0,0,16.67,0,0,16.67,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0
MACHINE,What music do you like?,5,1,99,1,99,5,20,100,60,40,20,0,0,20,0,0,20,0,0,20,0,0,0,40,0,0,20,0,0,20,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0
HUMAN,Can't believe im chatting with a robot. Im almost want to believe that you is a human.,17,26.21,50,66.34,25.77,8.5,17.65,94.12,64.71,23.53,17.65,11.76,0,5.88,0,0,5.88,11.76,11.76,17.65,5.88,0,5.88,35.29,0,0,0,0,0,0,0,0,0,0,0,17.65,0,0,0,0,29.41,11.76,0,5.88,5.88,0,5.88,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,41.18,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,17.65,11.76,0,0,0,0,0,0,0,5.88,0,0
HUMAN,As long as nice song ?,5,92.84,50,43.37,99,5,0,100,40,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,60,40,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0
MACHINE,? Thanks! (I think),3,17.96,1,99,99,1,0,100,33.33,33.33,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.33,0,0,0,0,33.33,33.33,0,0,0,66.67,0
HUMAN,Chatting to you remind me to one of character in Passenger movie. One of the character is a robot. But he can communicate with human.. just like he also a human. He can give a respond just like a human. Very gentlemen.,42,90.21,99,1,25.77,7,16.67,88.1,61.9,11.9,11.9,2.38,0,2.38,7.14,0,0,11.9,19.05,7.14,9.52,4.76,0,4.76,0,4.76,0,4.76,0,0,0,0,0,0,0,28.57,0,0,0,9.52,2.38,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,9.52,0,2.38,0,2.38,0,0,4.76,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0
MACHINE,Do you like movies?,4,1.8,99,1,99,4,25,100,50,25,25,0,0,25,0,0,0,0,0,25,0,0,0,50,0,0,0,0,0,25,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0
HUMAN,Yap,1,92.84,50,1,25.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACHINE,What type of movies do you like?,7,28.22,99,1,99,7,14.29,85.71,57.14,28.57,14.29,0,0,14.29,0,0,14.29,0,14.29,14.29,0,0,0,28.57,0,0,14.29,0,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0
HUMAN,Science fiction.,2,92.84,50,1,25.77,2,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0
MACHINE,Nice! I like 'Her' and 'Chappie',6,1.8,50,1,99,3,16.67,83.33,50,33.33,33.33,16.67,0,0,16.67,0,0,0,0,0,0,16.67,0,16.67,16.67,0,0,0,0,33.33,33.33,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33,0,0,0,0,0,16.67,0,0,66.67,0,0
HUMAN,What is that?,3,1,50,1,25.77,3,0,100,100,66.67,0,0,0,0,0,0,66.67,0,0,33.33,0,0,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,33.33,0,0,0,0,0,0
HUMAN,Movie tittle?,2,92.84,50,1,25.77,2,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0
MACHINE,"According to Wikipedia Her is a 2013 American romantic science-fiction drama film written, directed, and produced by Spike Jonze. It marks Jonze's solo screenwriting debut. The film follows Theodore Twombly (Joaquin Phoenix), a man who develops a relationship with Samantha (Scarlett Johansson), an intelligent computer operating system[a] personified through a female voice. The film also stars Amy Adams, Rooney Mara, and Olivia Wilde. Chappie (stylized as CHAPPiE) is a 2015 American science fiction film directed by Neill Blomkamp and written by Blomkamp and Terri Tatchell. It stars Sharlto Copley, Dev Patel, Jose Pablo Cantillo, Sigourney Weaver, Hugh Jackman, and Watkin Tudor Jones (Ninja) and Yolandi Visser of the South African zef rap-rave group Die Antwoord as metafictional versions of themselves. The film, set and shot in Johannesburg, is about an artificially intelligent law enforcement robot captured and taught by gangsters, who nickname it Chappie.",147,94.07,70.7,1,64.46,21,36.73,48.98,29.93,4.76,1.36,0,0,0,0.68,0.68,3.4,8.16,8.84,2.04,1.36,7.48,0,5.44,2.04,1.36,1.36,1.36,0.68,2.04,2.04,0,0,0,0,5.44,0,0,1.36,0.68,0.68,0,0.68,0,0,0,0,1.36,0,1.36,0,0.68,0,0.68,0,0,3.4,2.04,0,1.36,0,0,2.04,3.4,0,2.04,0.68,1.36,0,6.8,4.76,0,0,0,0.68,0,0,0,0,0,0,23.13,4.76,9.52,0,0,0,0,1.36,0,0.68,5.44,1.36
HUMAN,Wow..,1,92.84,50,1,99,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0
HUMAN,Are you a men or women?,6,17.96,99,23.51,25.77,6,0,100,66.67,16.67,16.67,0,0,16.67,0,0,0,16.67,0,16.67,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,50,0,0,16.67,16.67,16.67,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0
MACHINE,"I'm gender neutral, meaning that I'm not man and not woman ?",11,1,1,99,25.77,11,18.18,81.82,54.55,27.27,18.18,18.18,0,0,0,0,9.09,0,0,18.18,0,9.09,18.18,18.18,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,9.09,9.09,27.27,9.09,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.36,0,9.09,0,0,9.09,0,0,0,18.18,0,0
